Player;Pos;Squad;Min;Non-penalty Expected Goals;Non-penalty Expected Goals/Shot;Expected Assists;Shot-Created Actions;Completed Passes into Penalty Box;Passes Completed %;Key Passes;Successful Dribbles;Successful Dribbles %;Dispossessed;Successful Pressures
Ridle Baku;FB;Mainz 05;180;0;0;0;0.5;1;70.5;0;1;100;1;3
Dilane Bakwa;FW;Bordeaux;56;0.17;0.03;0;8.33;0;90;1.67;1.67;33.3;1.67;3.33
Fabián Balbuena;CB;West Ham;1198;0.05;0.08;0;0.15;0;76.8;0;0.15;66.7;0;3.38
Keita Baldé;W;Sampdoria;1197;0.44;0.13;0.13;3.31;0.6;74.8;1.35;1.05;53.8;1.65;3.68
George Baldock;FB;Sheffield Utd;2787;0.04;0.08;0.05;1.03;0.94;78.5;0.55;0.74;48.9;0.71;3.65
Gareth Bale;W;Tottenham;920;0.52;0.15;0.19;4.41;1.57;69.6;1.96;2.84;58;1.08;3.33
Mikel Balenziaga;FB;Athletic Club;1689;0;0.02;0.03;0.69;0.43;75.9;0.37;0.48;64.3;0.69;2.98
Leonardo Balerdi;CB;Marseille;1634;0.1;0.14;0;0.38;0;87.8;0.05;0.44;72.7;0.38;4.73
Fodé Ballo-Touré;FB;Monaco;662;0.03;0.1;0.09;1.76;1.49;81.9;1.08;0.54;40;1.08;4.73
Botond Balogh;CB;Parma;165;0;0;0;0;0;74.7;0;0.56;100;0;4.44
Abdoulaye Bamba;FB;Angers;1347;0;0.05;0.09;1.4;0.93;76.6;0.8;0.33;41.7;0.4;4
Jonathan Bamba;W;Lille;2985;0.13;0.07;0.15;3.61;1.42;78.7;1.96;1.63;47;2.71;4.19
Robson Bambu;CB;Nice;1046;0.01;0.03;0.01;0.17;0;88.2;0.09;0.26;75;0.78;3.53
Patrick Bamford;FW;Leeds United;3050;0.46;0.15;0.12;1.8;0.38;76.3;0.86;0.5;43.6;1.12;5.07
Mattia Bani;CB;Genoa;921;0.06;0.13;0.01;0.29;0.2;84.6;0.1;0.1;33.3;0.29;4.02
Mattia Bani;CB;Parma;1145;0.04;0.06;0.02;0.39;0.08;90.8;0.16;0.08;100;0;5.2
Simon Banza;FW;Lens;1372;0.34;0.14;0.08;1.91;0.66;74.5;0.72;0.79;50;2.24;3.42
Antonín Barák;AM;Hellas Verona;2765;0.19;0.13;0.09;1.79;0.94;78.2;0.78;1.01;64.6;1.11;4.85
Federico Barba;CB;Benevento;2659;0.03;0.08;0.06;0.85;0.51;80.4;0.47;0.14;50;0.31;3.08
Danilo Barbosa;CM;Nice;250;0.07;0.12;0;0.71;0.36;88.1;0.36;0.36;100;0.36;2.5
Barcia;CB;Granada;90;0;0;0;1;0;38.2;0;0;0;0;0
Melvin Bard;FB;Lyon;432;0.02;0.03;0.04;1.88;1.46;80.7;0.63;1.88;60;1.04;7.08
Enis Bardhi;W;Levante;1682;0.16;0.08;0.06;2.73;1.66;74.9;1.18;2.09;55.7;2.35;5.4
Phil Bardsley;FB;Burnley;274;0.03;0.03;0;1;2;70.3;0;0.67;100;0.67;3
Nicolò Barella;CM;Inter;2896;0.08;0.07;0.17;2.89;2.11;83;1.46;1.21;72.2;1.27;4.78
Philipp Bargfrede;CM;Werder Bremen;27;0;0;0;0;0;90.9;0;0;0;6.67;23.3
Kike Barja;W;Osasuna;1433;0.11;0.08;0.12;2.14;1.26;69.1;1.07;2.83;57;2.64;4.34
Ross Barkley;CM;Aston Villa;1531;0.19;0.08;0.21;4.41;1.59;81;2.29;2;72.3;2.24;3.41
Ross Barkley;CM;Chelsea;42;0;0.03;0.2;6;2;84.6;2;8;80;0;2
Aymen Barkok;AM;Eintracht Frankfurt;977;0.15;0.08;0.28;3.58;1.74;72.5;2.29;1.83;48.8;2.84;7.8
Ashley Barnes;FW;Burnley;1331;0.3;0.11;0.05;2.43;0.47;63.5;0.88;0.14;33.3;1.69;3.51
Harvey Barnes;W;Leicester City;1945;0.29;0.11;0.07;3.15;0.88;74.8;1.16;1.3;40.6;2.45;3.19
Marc Baró;FB;Cádiz;90;0;0.02;0.3;3;0;52.6;2;1;100;0;2
Antonio Barragán;FB;Elche;2235;0.02;0.12;0.04;0.89;0.6;82.9;0.36;0.36;56.3;0.24;1.65
Antonio Barreca;FB;Fiorentina;85;0.22;0.12;0;1.11;1.11;64.6;1.11;0;0;1.11;1.11
Leandro Barreiro Martins;CM;Mainz 05;2303;0.13;0.1;0.08;1.21;0.31;66.5;0.7;0.27;46.7;0.63;6.76
Ander Barrenetxea;W;Real Sociedad;1307;0.12;0.08;0.14;2.14;0.83;71.5;0.97;2.69;60.9;3.38;6.62
Jacob Barrett Laursen;FB;Arminia;1108;0;0.02;0.1;0.57;0.41;77.9;0.33;0.89;100;0.65;3.33
Musa Barrow;FW;Bologna;2921;0.25;0.09;0.16;3.26;0.98;71.3;1.78;1.11;46.2;1.94;3.69
Kyle Bartley;CB;West Brom;2584;0.07;0.15;0.01;0.31;0.1;77.9;0.14;0.1;75;0.17;2.65
Paolo Bartolomei;CM;Spezia;320;0.06;0.04;0.08;1.94;0.83;72.4;1.39;1.11;100;1.39;3.33
Marc Bartra;CB;Betis;1694;0.02;0.04;0.04;0.37;0.05;81.2;0.16;0.32;100;0.16;3.46
Daniele Baselli;CM;Torino;396;0.07;0.07;0.14;2.95;0.91;75.2;2.05;1.14;71.4;0.45;8.18
Chris Basham;CB;Sheffield Utd;2576;0.03;0.08;0.03;0.77;0.52;81.4;0.35;0.66;67.9;0.94;4.02
Toma Bašić;CM;Bordeaux;2601;0.11;0.07;0.06;1.8;0.62;82.2;0.9;0.73;60;0.97;4.22
Álvaro Bastida;CM;Cádiz;35;0;0;0;0;0;50;0;0;0;0;0
Alessandro Bastoni;CB;Inter;2922;0.04;0.11;0.06;0.95;0.52;89.9;0.34;0.22;70;0.31;2.68
Simone Bastoni;FB;Spezia;1522;0.08;0.06;0.2;2.66;1.54;75.6;1.72;0.83;51.9;1.18;4.5
Bastos;CB;Lazio;63;0;0;0;0;2.86;92.9;0;2.86;50;2.86;12.9
Michy Batshuayi;FW;Crystal Palace;728;0.17;0.11;0.17;2.47;0.49;70.2;0.86;1.48;70.6;3.58;2.59
Rodrigo Battaglia;CM;Alavés;2492;0.04;0.07;0.01;0.65;0.14;84.2;0.11;0.65;78.3;0.65;4.8
Cristian Battocchio;CM;Brest;355;0.13;0.11;0.05;3.33;0.26;80.4;1.03;1.03;80;0.51;2.56
Oliver Baumann;GK;Hoffenheim;2790;0;0;0;0.06;0;78.8;0;0;0;0;0.03
Julian Baumgartlinger;CM;Leverkusen;1072;0.12;0.19;0.03;1.93;0.5;86.7;0.67;0.59;100;0.67;6.97
Christoph Baumgartner;AM;Hoffenheim;2369;0.21;0.09;0.11;3;1.22;76;1.22;1.63;52.4;1.94;6.96
Jon Bautista;FW;Real Sociedad;370;0.24;0.08;0.05;2.2;0.24;61.8;0.98;0.49;50;2.44;5.12
Paul Baysse;CB;Bordeaux;2614;0.04;0.11;0.02;0.52;0.21;89.6;0.24;0.1;75;0.17;3.14
Noah Joel Sarenren Bazee;W;Augsburg;36;0;0;1.75;2.5;0;46.2;2.5;2.5;25;12.5;7.5
Ihlas Bebou;W;Hoffenheim;2200;0.37;0.2;0.2;2.91;1.31;75.8;1.52;2.09;65.4;3.16;4.75
Rodrigo Becão;CB;Udinese;2780;0.03;0.09;0.01;0.61;0.16;87.9;0.19;0.26;80;0.32;4.6
Sheraldo Becker;W;Union Berlin;1106;0.16;0.07;0.26;3.01;1.46;63.1;1.54;0.98;57.1;1.79;3.17
Timo Becker;CB;Schalke 04;1640;0.01;0.03;0.02;0.49;0.49;77.2;0.16;0.99;51.4;1.1;4.78
Jan Bednarek;CB;Southampton;3100;0.03;0.1;0.01;0.41;0.12;84.6;0.15;0.06;50;0.12;2.76
Donny van de Beek;CM;Manchester Utd;524;0.05;0.14;0.17;2.07;0.34;84.2;0.52;1.55;69.2;1.38;5.52
Valon Behrami;CM;Genoa;892;0.04;0.1;0.01;0.71;0.2;75.3;0.2;0.3;50;0.3;5.96
Brian Behrendt;CB;Arminia;79;0;0.02;0;2.22;0;73.2;0;1.11;100;0;3.33
Maximilian Beier;FW;Hoffenheim;10;0;0;0;0;0;100;0;0;0;0;20
Ishak Belfodil;FW;Hoffenheim;596;0.24;0.13;0.15;2.88;0.45;71.5;1.06;2.42;55.2;1.82;1.97
Erwan Belhadji;W;Dijon;30;0;0.03;0;3.33;0;85.7;3.33;3.33;100;0;10
Haris Belkebla;CM;Brest;2727;0.02;0.08;0.02;1.12;0.4;87.4;0.36;0.83;67.6;0.79;5.25
Stefan Bell;CB;Mainz 05;1266;0.03;0.06;0.09;0.43;0.14;78.7;0.21;0;0;0.28;4.04
Karim Bellarabi;W;Leverkusen;798;0.25;0.08;0.2;3.37;1.69;71.1;1.57;2.92;66.7;2.47;4.38
Jean-Ricner Bellegarde;W;Strasbourg;2086;0.12;0.11;0.07;1.9;0.82;77.8;0.69;2.16;61;2.76;5.43
Héctor Bellerín;FB;Arsenal;2089;0.03;0.05;0.1;1.77;1.25;82.9;0.95;0.69;51.6;0.39;2.67
Jude Bellingham;CM;Dortmund;1697;0.16;0.09;0.17;2.17;1.43;83.2;0.74;1.64;60.8;2.01;6.67
Andrea Belotti;FW;Torino;2888;0.31;0.1;0.21;3.46;1.25;69;1.06;1.59;54.3;1.93;3.12
Fran Beltrán;CM;Celta Vigo;1399;0.09;0.07;0.02;1.48;0.65;90.8;0.39;0.65;71.4;0.9;7.16
Sami Ben Amar;FW;Nîmes;7;0;0;0;0;0;66.7;0;0;0;0;0
Hatem Ben Arfa;AM;Bordeaux;1703;0.12;0.07;0.18;3.6;1.22;79.3;1.64;4.39;69.7;3.92;3.44
Salim Ben Seghir;W;Nice;7;0;0;0;10;0;100;0;10;100;0;0
Wissam Ben Yedder;FW;Monaco;2607;0.35;0.15;0.22;2.86;1.24;73.7;1.28;1.28;61.7;2.17;3.38
Ahmad Benali;CM;Crotone;1214;0.06;0.08;0.09;2.15;0.81;84.9;1.04;0.74;62.5;1.63;5.78
Samy Benchama;CM;Montpellier;42;0;0;0;2;0;80;0;0;0;0;6
Lars Bender;FB;Leverkusen;936;0.05;0.05;0.05;1.63;1.15;83.2;0.67;0.67;58.3;0.58;4.23
Sven Bender;CB;Leverkusen;1170;0.01;0.05;0.03;0.92;0.23;91.5;0.31;0.08;33.3;0.15;3.69
Darío Benedetto;FW;Marseille;1579;0.39;0.19;0.11;1.66;0.34;68;0.57;0.86;53.6;1.66;2.34
László Bénes;CM;Augsburg;660;0.05;0.05;0.08;3.15;0.68;65.9;1.23;0.41;42.9;1.23;5.07
László Bénes;CM;Mönchengladbach;150;0.06;0.03;0.24;3.53;0;72.7;2.35;0;0;0.59;2.94
Walter Benítez;GK;Nice;3420;0;0;0;0.11;0;80.8;0.03;0;0;0;0.05
Loris Benito;FB;Bordeaux;2651;0.01;0.06;0.05;1.05;0.34;84.8;0.44;0.2;60;0.41;3.12
Sergio Benito;FW;Valladolid;2;0;0;0;0;0;0;0;0;0;0;0
Bilal Benkhedim;AM;Saint-Étienne;73;0;0;0.25;1.25;0;67.3;1.25;2.5;100;1.25;11.3
Djamel Benlamri;CB;Lyon;149;0;0;0;1.18;0;92.2;0.59;0;0;0;4.12
Ismaël Bennacer;CM;Milan;1326;0.05;0.06;0.03;1.77;0.82;86.6;0.34;1.9;80;1.22;6.19
Saïd Benrahma;W;West Ham;1391;0.15;0.07;0.28;3.55;1.42;78;1.74;3.1;57.8;2.77;4.71
Yassine Benrahou;AM;Nîmes;1239;0.06;0.04;0.22;3.55;1.01;73.2;1.81;1.45;46.5;2.68;5.29
Ramy Bensebaini;FB;Mönchengladbach;1811;0.08;0.07;0.02;1;0.75;83.1;0.4;0.75;71.4;0.8;3.58
Josh Benson;CM;Burnley;264;0.07;0.09;0;0.34;0;72.9;0;1.72;62.5;2.07;4.14
Nabil Bentaleb;CM;Schalke 04;548;0;0;0.02;0.66;0.33;82.2;0.16;1.31;80;1.48;3.93
Rodrigo Bentancur;CM;Juventus;2324;0.03;0.04;0.1;2.56;0.74;89.2;1.16;0.97;64.1;0.89;6.12
Christian Benteke;FW;Crystal Palace;1816;0.4;0.11;0.05;1.88;0.69;63.8;0.74;0.79;55.2;1.34;2.77
Karim Benzema;FW;Real Madrid;2894;0.53;0.14;0.2;3.11;1.15;83.6;1.15;1.21;65;1.21;1.3
Yassine Benzia;AM;Dijon;407;0.07;0.08;0.07;3.11;0.22;76.6;1.78;2.44;68.8;1.78;5.33
Alessandro Berardi;GK;Hellas Verona;28;0;0;0;3.33;0;36.4;0;0;0;0;0
Domenico Berardi;W;Sassuolo;2475;0.31;0.08;0.19;4.69;3.53;76.2;2.07;1.09;52.6;1.53;5.02
Gaetano Berardi;FB;Leeds United;113;0;0.03;0;0.77;0.77;82.1;0;0;0;0;4.62
Yuri Berchiche;FB;Athletic Club;1682;0.04;0.05;0.1;2.3;2.09;82;0.96;0.91;60.7;1.23;4.39
Álex Berenguer;W;Torino;131;0.2;0.16;0;1.33;0.67;68.1;0;1.33;50;2;2.67
Álex Berenguer;W;Athletic Club;2278;0.24;0.13;0.15;3.16;1.5;67.6;1.5;1.78;52.9;1.98;6.25
Bartosz Bereszyński;FB;Sampdoria;2607;0;0.04;0.02;0.83;0.66;81.6;0.24;0.59;65.4;0.59;4.86
Jóhann Berg Guðmundsson;W;Burnley;1363;0.11;0.09;0.03;1.72;0.99;75.4;0.66;0.46;31.8;1.06;3.18
Sander Berge;CM;Sheffield Utd;1120;0.04;0.05;0.1;1.94;0.32;81.9;0.97;1.53;63.3;1.45;5.08
Steven Bergwijn;W;Tottenham;1208;0.19;0.17;0.1;2.46;0.67;81.1;1.04;1.57;51.2;1.72;4.7
Valon Berisha;CM;Reims;1645;0.05;0.05;0.09;2.79;0.98;80.8;1.31;0.66;60;1.04;5.68
Bernard;W;Everton;455;0.04;0.03;0.14;3.33;2.16;79.4;1.96;1.96;58.8;2.35;3.53
Federico Bernardeschi;W;Juventus;972;0.14;0.12;0.19;3.7;1.39;77.1;2.04;1.85;58.8;1.67;2.87
Bernardo;FB;Brighton;206;0.13;0.08;0.09;1.74;0.87;71.3;0.87;0;0;2.17;5.65
Paul Bernardoni;GK;Angers;3420;0;0;0;0;0;64.9;0;0;0;0;0.03
Juan Bernat;FB;Paris Saint-Germain;194;0;0;0.14;1.36;2.27;90.7;0.91;1.36;60;1.82;7.27
Dimitry Bertaud;GK;Montpellier;745;0;0;0;0;0;69.6;0;0;0;0;0
Marco Bertini;CM;Lazio;5;0;0;0;0;0;100;0;0;0;0;40
Ryan Bertrand;FB;Southampton;2598;0.02;0.08;0.04;1.14;0.83;76.8;0.45;0.17;71.4;0.42;4.26
Daniel Bessa;CM;Hellas Verona;615;0.12;0.1;0.22;2.94;1.62;85.1;1.91;0.29;28.6;2.06;5.74
Loïc Bessile;CB;Bordeaux;90;0;0;0;0;0;86.7;0;0;0;0;3
Louis Beyer;CB;Mönchengladbach;188;0;0;0;0.95;0;83.3;0;0.95;100;0;4.29
Bartosz Bialek;FW;Wolfsburg;270;0.7;0.23;0.07;3.33;1.33;70.4;1.33;0.33;20;2;9.33
Giulian Biancone;FB;Monaco;92;0;0.04;0.2;2;4;77.8;2;1;33.3;3;6
Ermin Bičakčić;CB;Hoffenheim;128;0.29;0.18;0;0;0;87.1;0;0;0;0;3.57
Pedro Bigas;CB;Eibar;1529;0.05;0.09;0;0.47;0.06;72;0;0.24;80;0.18;2.65
El Bilal Touré;FW;Reims;1245;0.17;0.12;0.04;1.16;0.14;68.9;0.65;0.72;47.6;1.45;4.13
Cristiano Biraghi;FB;Fiorentina;2803;0.06;0.08;0.22;2.51;1.48;69.1;1.64;0.51;47.1;0.26;2.03
Davide Biraschi;CB;Genoa;915;0.01;0.04;0.01;0.29;0.49;78.2;0.1;0.29;33.3;0.69;4.41
Yves Bissouma;CM;Brighton;3111;0.03;0.03;0.03;1.5;0.61;87.2;0.43;1.45;65.8;0.9;5.4
Leonardo Bittencourt;AM;Werder Bremen;1514;0.22;0.09;0.08;2.68;1.07;71.6;1.19;1.07;45;1.07;7.38
Blanco;CM;Real Madrid;220;0;0.02;0.04;2.08;0.42;92;0.83;0.42;100;0;7.92
Alejandro Blanco;W;Valencia;580;0.13;0.11;0.08;1.72;0.16;72.9;0.94;0.31;15.4;2.66;5.16
Rubén Blanco;GK;Celta Vigo;1637;0;0;0;0;0.05;70.8;0;0;0;0;0
Ludovic Blas;AM;Nantes;2787;0.22;0.09;0.1;2.42;0.74;79.5;0.94;2.84;56.8;2.94;5.29
Alejandro Blesa;CM;Levante;11;0;0;0;10;0;100;0;0;0;0;20
Jérôme Boateng;CB;Bayern Munich;2368;0.01;0.04;0.02;0.57;0.61;89.4;0.23;0.23;85.7;0.08;2.78
Antonin Bobichon;CM;Angers;911;0.11;0.05;0.21;3.86;0.69;82.2;1.68;1.39;53.8;1.98;6.53
Yann Bodiger;CM;Cádiz;251;0;0;0.04;2.14;0;69.8;0.71;0;0;2.86;3.93
Jean-Paul Boëtius;AM;Mainz 05;2065;0.12;0.1;0.26;2.62;1;69.5;1.4;1.18;67.5;1.48;6.11
Sacha Boey;FB;Dijon;1863;0.01;0.03;0.05;1.55;0.87;77.4;0.72;0.97;60.6;1.26;6.52
Sacha Boey;FB;Rennes;124;0.07;0.12;0.07;0.71;0.71;85.4;0.71;0;0;1.43;7.86
Jeremie Boga;W;Sassuolo;1785;0.18;0.11;0.06;2.17;0.86;88.5;0.61;4.19;57.2;2.53;3.38
Melayro Bogarde;CB;Hoffenheim;277;0.03;0.02;0.06;2.58;0.65;86.3;1.29;0.97;50;1.29;5.48
Jayden Bogle;FB;Sheffield Utd;1110;0.14;0.1;0.02;0.89;0.57;78.3;0.33;1.38;44.7;1.87;5.45
Quentin Boisgard;AM;Lorient;1314;0.13;0.08;0.12;3.29;0.62;65.5;1.51;1.3;65.5;3.22;3.84
Willy Boly;CB;Wolves;1879;0.05;0.08;0.02;0.53;0.05;82.8;0.14;0.24;100;0.29;2.63
Giacomo Bonaventura;CM;Fiorentina;2256;0.11;0.06;0.13;2.23;1;80.6;0.92;1.39;66;1.47;3.86
Federico Bonazzoli;FW;Torino;564;0.25;0.07;0.11;2.22;0.63;83.2;0.48;0.79;45.5;1.43;5.4
Federico Bonazzoli;FW;Sampdoria;131;0.13;0.04;0.6;1.33;0.67;71.4;1.33;1.33;100;2;3.33
Kevin Bonifazi;CB;Udinese;2469;0.05;0.08;0.01;0.26;0.11;89.6;0.07;0.47;72.2;0.18;3.18
Leonardo Bonucci;CB;Juventus;2028;0.12;0.18;0.03;0.4;0.27;90.1;0.13;0.18;80;0.09;2.36
Elias Bördner;GK;Eintracht Frankfurt;90;0;0;0;0;0;67.4;0;0;0;0;0
Dennis Borkowski;FW;RB Leipzig;11;0;0;0;10;0;71.4;0;0;0;0;10
Sebastiaan Bornauw;CB;Köln;2083;0.06;0.09;0;0.09;0.09;83.8;0.04;0.17;66.7;0.09;3.42
Sven Botman;CB;Lille;3309;0.03;0.06;0.01;0.35;0.19;88.3;0.11;0.22;88.9;0.16;2.34
Denis Bouanga;W;Saint-Étienne;2720;0.3;0.1;0.12;2.75;0.56;66.7;0.79;2.22;44.7;2.48;5.76
Hicham Boudaoui;CM;Nice;1736;0.12;0.15;0.05;0.83;0.47;82.2;0.36;1.35;61.9;1.5;6.37
Ryad Boudebouz;AM;Saint-Étienne;651;0.1;0.07;0.32;5.97;1.53;74.5;3.06;2.22;76.2;2.5;5.83
Sofiane Boufal;W;Angers;732;0.2;0.11;0.05;2.22;0.99;72.6;0.62;4.94;59.7;4.94;5.19
Nassim Boujellab;CM;Schalke 04;605;0.21;0.1;0.03;2.09;0.45;72.3;0.6;1.04;63.6;2.99;7.16
Farid Boulaya;W;Metz;2815;0.13;0.05;0.21;4.73;1.57;67.6;2.36;1.92;61.9;1.5;3.64
Yassine Bounou;GK;Sevilla;2970;0.01;0.34;0;0.12;0;78.9;0.03;0.03;100;0.03;0.03
Ismaëlben Boura;FB;Lens;816;0.02;0.1;0.07;0.99;0.99;77.1;0.77;1.54;66.7;1.65;4.51
Mehdi Bourabia;CM;Sassuolo;528;0.1;0.07;0.1;1.19;0.34;84.5;0.68;1.53;69.2;1.69;5.25
Benjamin Bourigeaud;CM;Rennes;2552;0.2;0.09;0.19;3.77;1.48;77.3;2.18;0.49;58.3;0.63;4.86
Edoardo Bove;CM;Roma;11;0;0;0;20;0;100;0;0;0;0;20
Jarrod Bowen;W;West Ham;2562;0.22;0.11;0.16;2.74;0.77;68;0.98;1.4;62.5;2.32;3.4
Dedryck Boyata;CB;Hertha BSC;1545;0.03;0.06;0.04;0.47;0.12;88.9;0.29;0.12;66.7;0.06;1.63
John Boye;CB;Metz;3041;0.06;0.14;0.01;0.38;0;86.6;0.12;0.18;100;0.41;3.91
Lucas Boyé;FW;Elche;2694;0.2;0.1;0.03;1.3;0.23;78.9;0.37;2.17;54.6;3.01;4.62
Can Bozdogan;AM;Schalke 04;651;0.06;0.05;0.07;1.25;0.28;74.7;0.69;0.69;27.8;3.61;8.89
Umut Bozok;FW;Lorient;61;0;0;0;5.71;1.43;63;0;2.86;50;1.43;5.71
Jayden Braaf;W;Udinese;116;0.15;0.1;0.08;2.31;0.77;74.2;1.54;3.08;80;2.31;1.54
Domagoj Bradarić;FB;Lille;1263;0.02;0.06;0.09;1.64;0.86;80.4;0.86;0.64;69.2;0.79;2.86
Robbie Brady;W;Burnley;1052;0.07;0.05;0.08;1.45;0.51;67.7;0.6;1.28;71.4;0.94;3.5
Martin Braithwaite;FW;Barcelona;1175;0.33;0.19;0.15;1.76;0.46;81.3;0.76;0.84;68.8;1.76;3.28
Julian Brandt;AM;Dortmund;1495;0.18;0.13;0.17;4.04;1.87;84.2;1.81;1.87;66;1.99;6.02
Darko Brašanac;CM;Osasuna;909;0.13;0.16;0.02;1.68;0.69;72.7;0.59;0.5;83.3;1.49;6.04
Lilian Brassier;CB;Brest;962;0.02;0.05;0.11;0.65;0.65;83;0.47;0.56;85.7;0.56;4.58
Álvaro Bravo;CM;Granada;15;0;0;0;0;0;72.7;0;0;0;0;5
Claudio Bravo;GK;Betis;1800;0;0;0.01;0.25;0;65;0.15;0.15;100;0;0
Fabian Bredlow;GK;Stuttgart;90;0;0;0;0;0;75;0;0;0;0;0
Josip Brekalo;W;Wolfsburg;1814;0.18;0.08;0.17;3.61;1.34;75.3;1.83;1.29;57.8;1.88;5.35
Gleison Bremer;CB;Torino;2935;0.1;0.13;0.02;0.58;0.09;84.4;0.21;0.18;50;0.37;4.08
Joshua Brenet;FB;Hoffenheim;1;0;0;0;0;0;0;0;1;100;0;0
Rhian Brewster;FW;Sheffield Utd;1128;0.14;0.07;0.14;1.84;0.32;69.3;0.64;0.72;52.9;1.28;4.96
Anthony Briançon;CB;Nîmes;1225;0.01;0.06;0.01;0.51;0.37;86.8;0.29;0.07;50;0;2.94
Jimmy Briand;FW;Bordeaux;571;0.14;0.07;0.02;0.63;0;74.1;0.32;0.32;28.6;2.06;4.13
Yan Brice Eteki;CM;Granada;1321;0.02;0.05;0;0.27;0.14;77.9;0.14;0.34;83.3;0.88;5.1
Nathan Broadhead;W;Everton;3;0;0;0;0;0;100;0;0;0;0;0
Dylan Bronn;CB;Metz;3412;0.02;0.05;0.01;0.63;0.21;84.4;0.18;0.4;83.3;0.42;3.98
John Brooks;CB;Wolfsburg;2774;0.05;0.09;0.02;0.71;0.19;84.8;0.16;0.23;63.6;0.29;3.67
Daniel Brosinski;FB;Mainz 05;1430;0.02;0.05;0.14;2.45;1.32;63.4;1.45;0.57;45;0.57;2.7
Josh Brownhill;CM;Burnley;2813;0.06;0.05;0.04;1.47;0.54;79;0.61;0.45;73.7;0.45;3.99
Marcelo Brozović;CM;Inter;2581;0.06;0.07;0.15;3;1.5;88;1.57;0.38;64.7;0.7;5.37
Gastón Brugman;CM;Parma;1616;0.07;0.06;0.13;2.78;0.61;83.2;1.39;0.89;80;0.56;5.39
Juan Brunet;CM;Granada;24;0;0;0;0;0;87.5;0;0;0;0;0
Juan Brunetta;AM;Parma;475;0.25;0.13;0.13;2.83;0.38;80.4;1.32;3.21;70.8;1.7;3.58
Cédric Brunner;FB;Arminia;2655;0.01;0.06;0.04;0.85;0.98;71.4;0.58;1.08;82.1;0.54;3.15
Jacob Bruun Larsen;W;Hoffenheim;89;0;0;0;2;0;78.9;0;1;33.3;4;4
Bryan;W;Sevilla;13;0;0;0;0;0;71.4;0;0;0;10;20
Bryan;W;Eibar;2265;0.14;0.09;0.21;3.85;2.1;68.2;2.02;2.82;57.3;2.5;4.48
Joe Bryan;FB;Fulham;669;0.05;0.05;0.05;2.57;0.68;70.2;0.81;1.35;100;0.68;4.46
Kean Bryan;CB;Sheffield Utd;1004;0.04;0.2;0.04;0.45;0.27;72.9;0.36;0.27;60;0.45;3.93
Lucas Buadés;W;Nîmes;21;0;0;0;0;0;40;0;0;0;0;5
Ante Budimir;FW;Osasuna;1625;0.39;0.16;0.03;1.33;0.28;62.8;0.44;0.61;50;1.6;6.3
Gianluigi Buffon;GK;Juventus;720;0;0;0;0.25;0;84.9;0;0;0;0;0
Marius Bülter;W;Union Berlin;977;0.18;0.1;0.11;2.11;1.19;62;1.01;1.19;54.2;1.74;4.68
Alessandro Buongiorno;CB;Torino;858;0.02;0.06;0;0.21;0.11;85.1;0;0.21;100;0.32;2.95
Esteban Burgos;CB;Eibar;1111;0.09;0.35;0.01;0.57;0;76.2;0.16;0.08;100;0.16;2.28
Burgui;W;Alavés;21;0;0;0;0;0;88.9;0;0;0;0;5
Jonathan Burkardt;FW;Mainz 05;1373;0.29;0.14;0.1;1.9;0.46;70.8;0.72;1.5;46;1.9;5.56
Nishan Burkart;FW;Freiburg;15;0;0;0;0;0;66.7;0;5;100;0;5
Oliver Burke;FW;Sheffield Utd;1269;0.17;0.1;0.13;1.99;0.57;70.6;0.92;1.28;69.2;2.2;5.39
Roman Bürki;GK;Dortmund;1665;0;0;0;0.05;0.05;81.9;0;0;0;0;0
Dan Burn;CB;Brighton;2061;0.07;0.1;0.04;0.87;0.66;76.7;0.39;0.74;77.3;0.61;4.5
Patrick Burner;FB;Nice;1;0;0;0;0;0;0;0;0;0;0;0
Patrick Burner;FB;Nîmes;1317;0.03;0.07;0.02;1.3;0.27;77.8;0.62;0.75;57.9;0.82;2.6
Maxime Busi;FB;Parma;1195;0.04;0.07;0.11;1.35;1.2;83.3;0.53;0.83;50;0.6;3.91
Sergio Busquets;CM;Barcelona;2544;0.01;0.07;0.13;2.4;1.17;91.5;1.06;0.46;76.5;0.42;6.08
Jack Butland;GK;Crystal Palace;90;0;0;0;0;0;28.6;0;0;0;0;0
David Button;GK;West Brom;90;0;0;0;0;0;43.2;0;0;0;0;0
Oskar Buur;FB;Wolves;22;0;0;0;0;0;93.3;0;0;0;5;0
Marcin Bułka;GK;Paris Saint-Germain;90;0;0;0;0;0;83.3;0;0;0;0;0
Erick Cabaco;CB;Getafe;1326;0.01;0.06;0;0.41;0;67.5;0;0.2;75;0.07;3.33
Willy Caballero;GK;Chelsea;90;0;0;0;0;0;92.3;0;0;0;0;0
Jimmy Cabot;W;Angers;942;0.11;0.12;0.12;2;0.95;74.5;1.05;3.62;57.6;2.38;5.05
Martín Cáceres;CB;Fiorentina;2238;0.05;0.08;0.04;0.88;0.56;79.5;0.44;0.08;22.2;0.44;3.33
Anthony Caci;FB;Strasbourg;2797;0.01;0.04;0.05;1.19;1.09;78;0.51;0.9;68.3;0.68;5.21
Mathieu Cafaro;AM;Reims;2074;0.15;0.06;0.09;1.78;0.91;62.3;0.83;0.96;45.8;1.35;4.48
