Player;Pos;Squad;Min;Expected Assists;Passes Completed %;Completed Passes into Final third;Yards Progressed From Passes;Shot-Created Dribbles;Successful Dribbles;Successful Dribbles %;Successful Pressures;Interceptions;Tackles Won;Fouls Made;Aerial Duels Won %
Stéphane Bahoken;FW;Angers;1616;0.08;71.3;0.78;33.9;0.22;0.78;48.3;4.11;0.61;0.72;1.72;24.4
Leon Bailey;W;Leverkusen;2141;0.26;70.3;1.05;114.2;0.42;3.66;56.9;3.11;0.76;0.5;1.01;36.2
Eric Bailly;CB;Manchester Utd;916;0;90.3;2.75;305.2;0;0.49;83.3;2.16;2.16;0.59;1.08;61.4
Stefan Bajic;GK;Saint-Étienne;90;0;61.1;0;296;0;0;0;0;0;0;0;0
Tiemoué Bakayoko;CM;Napoli;1964;0.04;90.2;4.17;193.4;0.05;1.01;81.5;5.64;1.28;2.43;1.65;55
Mitchel Bakker;FB;Paris Saint-Germain;1694;0.1;88.8;3.88;268.2;0;0.69;61.9;3.56;0.9;1.49;0.85;55
Ridle Baku;FB;Wolfsburg;2678;0.15;75;2.21;206.6;0.13;1.11;51.6;5.4;1.58;0.91;1.07;23.2
Ridle Baku;FB;Mainz 05;180;0;70.5;2;354;0;1;100;3;2;1;0.5;50
Dilane Bakwa;FW;Bordeaux;56;0;90;5;150;0;1.67;33.3;3.33;1.67;3.33;1.67;66.7
Fabián Balbuena;CB;West Ham;1198;0;76.8;2.48;247.8;0;0.15;66.7;3.38;1.05;1.05;0.9;60.5
Keita Baldé;W;Sampdoria;1197;0.13;74.8;0.9;40.7;0.38;1.05;53.8;3.68;0.23;0.53;2.33;30.2
George Baldock;FB;Sheffield Utd;2787;0.05;78.5;1.26;147.1;0.03;0.74;48.9;3.65;1.13;0.87;1.48;45.3
Gareth Bale;W;Tottenham;920;0.19;69.6;2.16;174.1;0.78;2.84;58;3.33;0.88;0.88;0.88;66.7
Mikel Balenziaga;FB;Athletic Club;1689;0.03;75.9;3.03;221.9;0;0.48;64.3;2.98;0.69;0.8;0.9;51.4
Leonardo Balerdi;CB;Marseille;1634;0;87.8;2.2;293.6;0;0.44;72.7;4.73;1.87;1.15;1.7;50
Fodé Ballo-Touré;FB;Monaco;662;0.09;81.9;2.97;240.9;0;0.54;40;4.73;0.68;2.43;1.35;47.8
Botond Balogh;CB;Parma;165;0;74.7;0;234.4;0;0.56;100;4.44;0.56;1.67;0.56;40
Abdoulaye Bamba;FB;Angers;1347;0.09;76.6;2.67;365.1;0.07;0.33;41.7;4;1.2;1.13;0.93;47.6
Jonathan Bamba;W;Lille;2985;0.15;78.7;3.13;177.4;0.21;1.63;47;4.19;0.84;0.96;0.84;30
Robson Bambu;CB;Nice;1046;0.01;88.2;1.55;373.9;0;0.26;75;3.53;1.03;1.12;1.72;41
Patrick Bamford;FW;Leeds United;3050;0.12;76.3;0.62;25.7;0.15;0.5;43.6;5.07;0.38;0.53;1.06;40
Mattia Bani;CB;Genoa;921;0.01;84.6;1.67;315.4;0;0.1;33.3;4.02;1.76;0.78;1.27;61.5
Mattia Bani;CB;Parma;1145;0.02;90.8;1.65;316.5;0;0.08;100;5.2;1.89;0.87;1.26;66.7
Simon Banza;FW;Lens;1372;0.08;74.5;1.32;43.5;0.07;0.79;50;3.42;0.33;0.66;1.91;45.5
Antonín Barák;AM;Hellas Verona;2765;0.09;78.2;3.71;139.7;0.13;1.01;64.6;4.85;0.59;0.91;1.92;42.7
Federico Barba;CB;Benevento;2659;0.06;80.4;1.86;271.1;0;0.14;50;3.08;1.93;0.68;0.88;52.1
Danilo Barbosa;CM;Nice;250;0;88.1;3.21;344.6;0;0.36;100;2.5;0.36;1.07;1.07;71.4
Barcia;CB;Granada;90;0;38.2;2;104;0;0;0;0;1;0;2;100
Melvin Bard;FB;Lyon;432;0.04;80.7;5;339.2;0;1.88;60;7.08;1.25;2.29;1.67;53.8
Enis Bardhi;W;Levante;1682;0.06;74.9;3.42;197.6;0.27;2.09;55.7;5.4;1.71;1.18;1.44;16.1
Phil Bardsley;FB;Burnley;274;0;70.3;3;316.3;0.33;0.67;100;3;1;1.33;2.67;50
Nicolò Barella;CM;Inter;2896;0.17;83;4.91;289.3;0.09;1.21;72.2;4.78;0.99;1.27;1.37;57.9
Philipp Bargfrede;CM;Werder Bremen;27;0;90.9;3.33;173.3;0;0;0;23.3;3.33;3.33;0;50
Kike Barja;W;Osasuna;1433;0.12;69.1;1.07;105.5;0.25;2.83;57;4.34;1.45;0.5;0.94;56.5
Ross Barkley;CM;Aston Villa;1531;0.21;81;2.65;171.1;0.53;2;72.3;3.41;0.29;0.12;0.71;50
Ross Barkley;CM;Chelsea;42;0.2;84.6;4;144;2;8;80;2;0;0;4;75
Aymen Barkok;AM;Eintracht Frankfurt;977;0.28;72.5;2.29;179;0.18;1.83;48.8;7.8;1.28;1.65;2.11;38.1
Ashley Barnes;FW;Burnley;1331;0.05;63.5;0.88;38.8;0;0.14;33.3;3.51;0.34;0.41;3.04;35.9
Harvey Barnes;W;Leicester City;1945;0.07;74.8;1.71;86.8;0.37;1.3;40.6;3.19;0.74;0.65;0.74;40.7
Marc Baró;FB;Cádiz;90;0.3;52.6;0;150;1;1;100;2;3;1;1;0
Antonio Barragán;FB;Elche;2235;0.04;82.9;2.18;323.5;0.08;0.36;56.3;1.65;1.21;0.56;1.41;57.7
Antonio Barreca;FB;Fiorentina;85;0;64.6;3.33;184.4;0;0;0;1.11;0;0;1.11;14.3
Leandro Barreiro Martins;CM;Mainz 05;2303;0.08;66.5;1.48;105.4;0.08;0.27;46.7;6.76;1.95;1.52;2.58;50.5
Ander Barrenetxea;W;Real Sociedad;1307;0.14;71.5;1.38;77.1;0.14;2.69;60.9;6.62;0.83;1.38;2.83;17.1
Jacob Barrett Laursen;FB;Arminia;1108;0.1;77.9;2.28;250.9;0;0.89;100;3.33;1.87;1.06;0.98;36.1
Musa Barrow;FW;Bologna;2921;0.16;71.3;2.37;122.4;0.25;1.11;46.2;3.69;0.43;0.25;0.58;26.7
Kyle Bartley;CB;West Brom;2584;0.01;77.9;1.81;152.9;0;0.1;75;2.65;1.08;0.63;1.01;66.9
Paolo Bartolomei;CM;Spezia;320;0.08;72.4;2.78;93.3;0;1.11;100;3.33;0;0.56;1.11;33.3
Marc Bartra;CB;Betis;1694;0.04;81.2;1.81;256.5;0;0.32;100;3.46;1.28;0.53;1.54;62.4
Daniele Baselli;CM;Torino;396;0.14;75.2;4.55;253.6;0;1.14;71.4;8.18;1.36;2.27;1.36;55
Chris Basham;CB;Sheffield Utd;2576;0.03;81.4;1.89;164.8;0.07;0.66;67.9;4.02;1.57;1.61;0.87;55
Toma Bašić;CM;Bordeaux;2601;0.06;82.2;2.6;148.8;0.14;0.73;60;4.22;0.8;0.76;1.45;46.6
Álvaro Bastida;CM;Cádiz;35;0;50;0;112.5;0;0;0;0;0;0;0;100
Alessandro Bastoni;CB;Inter;2922;0.06;89.9;5.08;349.6;0;0.22;70;2.68;1.14;0.8;1.2;63.8
Simone Bastoni;FB;Spezia;1522;0.2;75.6;3.08;311.7;0.3;0.83;51.9;4.5;1.3;1.72;2.07;45.3
Bastos;CB;Lazio;63;0;92.9;1.43;228.6;0;2.86;50;12.9;0;2.86;1.43;100
Michy Batshuayi;FW;Crystal Palace;728;0.17;70.2;0.86;43.2;0.49;1.48;70.6;2.59;0.25;0.37;1.36;32.4
Rodrigo Battaglia;CM;Alavés;2492;0.01;84.2;2.02;123.1;0;0.65;78.3;4.8;0.65;1.16;1.26;65.2
